time,cycle,cost,violation,msg_count,msg_size,status
0.0008802700000001273,0,,,8,0,RUNNING
0.0010350649999999462,0,,,21,0,RUNNING
0.0012145110000001402,0,,,37,0,RUNNING
0.0014533850000000292,0,,,52,0,RUNNING
0.0016673520000001218,0,,,60,0,RUNNING
0.001821730000000077,0,,,77,0,RUNNING
0.0020511330000001493,0,,,90,0,RUNNING
0.002251592999999996,0,,,100,0,RUNNING
0.0024158560000002716,0,,,109,0,RUNNING
0.0025756349999999095,0,,,120,0,RUNNING
0.0027525900000000547,0,,,128,0,RUNNING
0.002922950000000313,0,,,135,0,RUNNING
0.003071489000000316,0,,,145,0,RUNNING
0.0032423939999999263,0,,,154,0,RUNNING
0.003399083000000136,0,,,160,0,RUNNING
0.003950646999999918,0,,,167,0,RUNNING
0.00410219600000028,0,,,178,0,RUNNING
0.004282825000000212,0,,,186,0,RUNNING
0.004423383000000225,0,,,194,0,RUNNING
0.004577000000000275,0,,,200,0,RUNNING
0.0050572740000003336,0,,,209,0,RUNNING
0.005209975000000089,0,,,215,0,RUNNING
0.0056934619999999825,0,,,221,0,RUNNING
0.0071706490000003065,0,,,228,0,RUNNING
0.0073161220000002025,0,,,234,0,RUNNING
0.007787964000000258,0,,,240,0,RUNNING
0.008268634000000219,0,,,246,0,RUNNING
0.008740752000000018,0,,,252,0,RUNNING
0.009231289000000142,0,,,259,0,RUNNING
0.009415785999999926,0,,,265,0,RUNNING
0.010005712999999972,0,,,272,0,RUNNING
0.010168103000000261,0,,,278,0,RUNNING
0.01076950099999996,0,,,284,0,RUNNING
0.012285911000000205,0,,,290,0,RUNNING
0.013459655000000126,0,,,297,0,RUNNING
0.013614425000000097,0,,,304,0,RUNNING
0.014465174000000136,0,,,310,0,RUNNING
0.014619128000000092,0,,,316,0,RUNNING
0.018131292000000077,0,,,323,0,RUNNING
0.018776101999999906,0,,,329,0,RUNNING
0.019246691000000204,0,,,335,0,RUNNING
0.01974998699999997,0,,,341,0,RUNNING
0.027028642000000325,0,,,347,0,RUNNING
0.02848942100000018,0,,,353,0,RUNNING
0.03336465600000027,0,,,362,0,RUNNING
0.03446302800000023,0,,,368,0,RUNNING
0.03588850800000021,0,,,374,0,RUNNING
0.03833061300000029,0,,,380,0,RUNNING
0.04087023599999995,0,,,386,0,RUNNING
0.042168055000000315,1,,,396,10,RUNNING
0.05257654200000017,1,,,400,14,RUNNING
0.053557681000000024,1,4605,0,406,14,RUNNING
0.06498892000000023,1,4457,0,416,24,RUNNING
0.06866187899999998,1,4306,0,430,38,RUNNING
0.07390567500000023,1,4057,0,456,64,RUNNING
0.08546853499999996,1,3908,0,468,76,RUNNING
0.1006651569999999,2,3744,0,512,120,RUNNING
0.10275893800000002,2,3694,0,524,132,RUNNING
0.10374417000000014,2,3553,0,536,144,RUNNING
0.10834867199999998,2,3476,0,544,152,RUNNING
0.11090623300000013,2,3355,0,556,164,RUNNING
0.11274986399999998,2,3281,0,576,184,RUNNING
0.11842219600000004,2,3187,0,584,192,RUNNING
0.1391384040000001,3,3141,0,596,204,RUNNING
0.14015717299999997,3,3014,0,608,216,RUNNING
0.14129561100000032,3,2926,0,638,246,RUNNING
0.14587791000000028,3,2852,0,656,264,RUNNING
0.15085852400000022,3,2775,0,668,276,RUNNING
0.1512735460000001,3,2702,0,704,312,RUNNING
0.16762323300000004,3,2674,0,716,324,RUNNING
0.17380093500000005,4,2612,0,732,340,RUNNING
0.18347983300000026,4,2606,0,748,356,RUNNING
0.19365836700000028,4,2579,0,764,372,RUNNING
0.20792009499999997,4,2454,0,836,444,RUNNING
0.22304063800000007,5,2408,0,856,464,RUNNING
0.23452000099999992,5,2374,0,896,504,RUNNING
0.23496471800000007,5,2291,0,936,544,RUNNING
0.2823958540000002,6,2259,0,960,568,RUNNING
0.29042628000000015,6,2228,0,984,592,RUNNING
0.3277829480000003,7,2196,0,1012,620,RUNNING
0.34550724599999993,7,2139,0,1040,648,RUNNING
0.40180463999999994,8,2134,0,1072,680,RUNNING
0.4020363549999999,8,2125,0,1136,744,RUNNING
0.46132960200000017,9,2106,0,1190,798,RUNNING
0.4852639430000001,10,2057,0,1202,810,RUNNING
0.54907393,11,2053,0,1234,842,RUNNING
0.576458058,12,2013,0,1282,890,RUNNING
0.6249494600000003,13,1995,0,1334,942,RUNNING
5.016690253,121,1995,0,46648,46256,TIMEOUT
